Super ganda sya and kasyang kasya i like it thank seller dahil ilang araw lang dumating agad Super ganda sya and kasyang kasya i like it thank seller dahil ilang araw lang dumating agad Super ganda sya and kasyang kasya i like it thank seller dahil ilang araw lang dumating agad Super ganda sya ,2
Maganda naman siyaaaaa and ang bilis magship ng item. :))))))))))))))))))))))))))))))))))))))))))))))))))))))),2
"OKS LANG BAGAY KAY BF❤️
Thank you ❤️",2
"maganda highly recommend
okay nmn  worth it din nmn
survived.
maganda tsaka wort it 
Dear seller I just wanted to tell you how satisfied and greatful I am to your product",2
THANK YOU THANK YOU 💕 GOD BLESSED  😇 TIL NEXT TRASACTION 🤗😘🖤🖤🖤THANK YOU THANK YOU 💕 GOD BLESSED  😇 TIL NEXT TRASACTION 🤗😘🖤🖤🖤THANK YOU THANK YOU 💕 GOD BLESSED  😇 TIL NEXT TRASACTION 🤗😘🖤🖤🖤THANK YOU THANK YOU 💕 GOD BLESSED  😇 TIL NEXT TRASACTION 🤗😘🖤🖤🖤THANK YOU THANK YOU 💕 G,2
"High quality products yet affordable.
Thank you so much seller and shopee for this.
I really like the product.
Fast shipping and highly recommended.
Will definitely buy this again.
Thank you.
More power!!!
I ordered this item last 10.15 sale 12mn  and i received 10.16 i think and ang bilis lang din ng transaction & delivery etc. And for the packaging super safe naka bubble wrap super secured Oorder ako ulit next time thank you to seller! 🧡
Maganda maganda Maganda maganda Maganda maganda Maganda maganda Maganda maganda Maganda maganda Maganda maganda Maganda maganda
Ok Yung item maayos nung dumating.. mabilis na-deliver. Maganda sya.. ",2
"𝚁𝚎𝚌𝚒𝚎𝚟𝚎 𝚔𝚘 𝚗 𝚙𝚘,𝚊𝚗𝚐 𝚐𝚊𝚗𝚍 𝚙𝚘 𝚗𝚐𝚞𝚜𝚝𝚞𝚑𝚊𝚗 𝚗𝚐 𝚊𝚗𝚔 𝚔𝚘,𝚝𝚑𝚊𝚗𝚔 𝚞❤️❤️,𝚝𝚑𝚊𝚗𝚔𝚜 𝚍𝚗 𝚙𝚘 𝚔𝚎 𝚔𝚞𝚊 𝚛𝚒𝚍𝚎𝚛 𝚜𝚊 𝚙𝚐𝚍𝚕𝚟𝚎𝚛..𝚜𝚊𝚝𝚒𝚜𝚏𝚒𝚎𝚍 𝚌𝚘𝚜𝚝𝚞𝚖𝚎𝚛 𝚑𝚎𝚛𝚎😊🤗 𝙶𝚘𝚍 𝚋𝚕𝚎𝚜𝚜 𝚙𝚘 & 𝚔𝚎𝚎𝚙 𝚜𝚊𝚏𝚎😇🙏",2
"The items were both well-packed. I ordered last 10.10 and I received them today, 10.17. Not too long naman yung waiting time. Thank you po kay seller tsaka kay kuyang nagdeliver. Will order again soon.",2
"THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!! 
THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!! THANK YOU PO SELLER!!",2
Thankyou Thankyou thThankyou Thankyou thankyou Thankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou thankyouThankyou Thankyou t,2
Ang ganda mga mareeee,2
"- Order is complete and without damage""",2
Kailangan na kailangan to ngayon so I got one for the whole family para di na ilalapag ang facemask kung saan saan nakasabit na lang sa leeg. Thank you so much po.,2
Nice product. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2
"Excellent quality, very useful especially nowadays pandemic we need face mask to cover our mouth from viruses and bacteria and this will be a useful tool/item for everyone.",2
I recieved the items in a good condition....Very nice and affordable...very fast shipping...I like it....I use also to my eyeglass.......................................,2
Thank you so much seller got my order. ❤️❤️ Bilis Ng shipping fee .. kahit 2 PCs lng kinuha ko dinispatch pa Ren .. thank you so much pati Kay Kuya rider ❤️❤️❤️,2
"WILL ORDER AGAIN ‼️""",2
😍🥳😘🥳😍😂🥳✌️🎉😁🎉💁🥰💔🤗😅🤦🎼🤍🎼🙄🍏💕🙂🙂💕🤪☺️🤪💪🎵🍎🎼😝👌🥰💁🙏💔🙏🥺🥰🎉🥰🎂🥺😁💔🎂🥰😂🤗🥳🤗🥺🤍🎵🤍🎵💪💕🍎🤪☺️😴💕🍏🎵💁😅💁🥺✌️🎉✌️🥰😂😍🎉🥳🤗🎵🤍🎵🤍🎶😝🎶😝🎼💕🎶🙄🍏🎵🍏🎵👌😅💁🥰💔💔🙏🥺🎵🤦🎵🍎🎶☺️🎼💕🍏🙄💁😝🎼😝🎼😝🎶😝🎶🤍🥺🥰🥺🥰🥳😘😍♥️😍♥️😂😍🎂😅🎂👌💔👌🥺💁😅🥺🙏🥺🤍,2
"Thank you so much seller and sa rider. Good quality yung item. Godbless!""",2
Thank you seller.. kahit 9pesos lang Siya nilagay mo pa din sa maliit na pouch.. Yung iba kasi kpag ganyan Basta nalng ilagay sa plastic ng jnt.. thank you tlga.. ☺️😉👍👍👍,2
"ganda nang bids nya, hopefully wag lang mag fade ung kulay nya, lakas maka sosyal ng design nya same as what i expected nung inorder ko sya kaya 5 star saken to 😊",2
Thank you seller well packaged excellent quality item shipped immediately Thank you seller well packaged excellent quality item shipped immediately,2
Tnx seller maganda po and no damage❤️❤️✌️✌️✌️✌️✌️mabilis po dumating 👍👍👍👍👍👍god bless po...,2
"✅ i love it!!!
✅ Mabilis ang shipping nito.
✅  Garterized siya at adjustable",2
"Thank you! Thank you! Thank you! Thank you!""",2
"I ordered 3 designs! Ang gaganda lahat super, i haven't tried to use it yet but will surely do when I go out, worth it on a very cheap price",2
Ang ganda good qualityyy kddmfn brnfjn dngnnctmvkdjdjvjfjfkkffkxnsmnekfosoelgkckfkfjckfkfkcfkjffjj jfkjdfjvjfjfjfjdjtnndncntnfncncnfbnddn,2
Items are complete and were shipped and delivered immediately! Very affordable as well. The trinkets are so cute! The face mask holder is definitely a must this pandemic. More power to this shop ✨,2
Oks yung item. Kaya lang Tagal iship ng seller yung order kaya matagal dumating. Oks yung item. Kaya lang Tagal iship ng seller yung order kaya matagal dumating.,2
Maganda yung item... nagustuhan ng asawa ko at anak... mabilis dumating at maayos ...kumpleto at sobrang ganda... more pa at oorder uli... kudos seller,2
Ang cute and complete orders! Thank you!Ang cute and complete orders! Thank you!Ang cute and complete orders! Thank you!Ang cute and complete orders! Thank you!,2
Tamang variatin ang dumating 😊 in good quality din lalpna yung silver chain mukhang mamahalin haha. Very useful ito. Thank you!,2
Inorder ko nung 10/10 then after 2 days dumating na. Kumpleto yung order ko. Mura ko lang sila nabili lahat. Thank you seller.,2
Thank you shopee seller at kay kuya na nag deliver. Sobrang ganda po cute pah nagustohan nila Mama 😍😍😍🥰🥰🥰. Until next transaction uli 🥰,2
Ang ganda nitoooooo perfect for ladies. And maganda din siyang gift. Sulit for its price. Great packaging. Thank you so much.,2
maikli lng pla xa hehe ! prang pang kids yung haba ng lace . pro cute pa rin . thankyou seller thankyou shopee . maikli lng pla xa hehe ! prang pang kids yung haba ng lace . pro cute pa rin . thankyou seller thankyou shopee .,2
"Maganda po sya verry affordable price👍👍
Thanks seller😊😊 I'll give 5 star🌟🌟🌟🌟🌟
ayos walang lugi kaya okay sa alright at solved ang solusyon neto kaya bili na mga ka shopee salamat shopee salamat seller!
Items are in excellent quality, well-packaged and shipped immediately. Thanks seller!",2
Good quality ang ganda niya 🥰🥰🥰🥰 super Thank you seller more sales to come 💪💪🤗🤗🤗🤗 ang thank you delivery rider 🤗 ride safe,2
NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE NICE,2
